"year","sequence","rider_name","team_name","position"
2013,8,"Aoyama, Hiroshi","Avintia Blusens",17
2013,8,"Abraham, Karel","Cardion AB Motoracing",18
2013,8,"Pesek, Lukas","Came IodaRacing Project",19
2013,9,"Marquez, Marc","Repsol Honda Team",1
2013,9,"Bradl, Stefan","LCR Honda MotoGP",2
2013,9,"Rossi, Valentino","Yamaha Factory Racing",3
2013,9,"Bautista, Alvaro","GO&FUN Honda Gresini",4
2013,9,"Pedrosa, Dani","Repsol Honda Team",5
2013,9,"Lorenzo, Jorge","Yamaha Factory Racing",6
2013,9,"Crutchlow, Cal","Monster Yamaha Tech 3",7
2013,9,"Hayden, Nicky","Ducati Team",8
2013,9,"Dovizioso, Andrea","Ducati Team",9
2013,9,"Barbera, Hector","Avintia Blusens",10
2013,9,"De Angelis, Alex","Ignite Pramac Racing",11
2013,9,"Edwards, Colin","NGM Mobile Forward Racing",12
2013,9,"Petrucci, Danilo","Came IodaRacing Project",13
2013,9,"Abraham, Karel","Cardion AB Motoracing",14
2013,9,"Hernandez, Yonny","Paul Bird Motorsport",15
2013,9,"Aoyama, Hiroshi","Avintia Blusens",16
2013,9,"Staring, Bryan","GO&FUN Honda Gresini",17
2013,9,"Pesek, Lukas","Came IodaRacing Project",18
2013,10,"Marquez, Marc","Repsol Honda Team",1
2013,10,"Pedrosa, Dani","Repsol Honda Team",2
2013,10,"Lorenzo, Jorge","Yamaha Factory Racing",3
2013,10,"Rossi, Valentino","Yamaha Factory Racing",4
2013,10,"Crutchlow, Cal","Monster Yamaha Tech 3",5
2013,10,"Bautista, Alvaro","GO&FUN Honda Gresini",6
2013,10,"Bradl, Stefan","LCR Honda MotoGP",7
2013,10,"Smith, Bradley","Monster Yamaha Tech 3",8
2013,10,"Hayden, Nicky","Ducati Team",9
2013,10,"Dovizioso, Andrea","Ducati Team",10
2013,10,"Iannone, Andrea","Energy T.I. Pramac Racing",11
2013,10,"Espargaro, Aleix","Power Electronics Aspar",12
2013,10,"Edwards, Colin","NGM Mobile Forward Racing",13
2013,10,"Corti, Claudio","NGM Mobile Forward Racing",14
2013,10,"Aoyama, Hiroshi","Avintia Blusens",15
2013,10,"Barbera, Hector","Avintia Blusens",16
2013,10,"Petrucci, Danilo","Came IodaRacing Project",17
2013,10,"Laverty, Michael","Paul Bird Motorsport",18
2013,10,"Staring, Bryan","GO&FUN Honda Gresini",19
2013,10,"Young, Blake","Attack Performance Racing",-4
2013,11,"Marquez, Marc","Repsol Honda Team",1
2013,11,"Pedrosa, Dani","Repsol Honda Team",2
2013,11,"Lorenzo, Jorge","Yamaha Factory Racing",3
2013,11,"Rossi, Valentino","Yamaha Factory Racing",4
2013,11,"Bautista, Alvaro","GO&FUN Honda Gresini",5
2013,11,"Bradl, Stefan","LCR Honda MotoGP",6
2013,11,"Dovizioso, Andrea","Ducati Team",7
2013,11,"Hayden, Nicky","Ducati Team",8
2013,11,"Iannone, Andrea","Energy T.I. Pramac Racing",9
2013,11,"Espargaro, Aleix","Power Electronics Aspar",10
2013,11,"Edwards, Colin","NGM Mobile Forward Racing",11
2013,11,"Pirro, Michele","Ignite Pramac Racing",12
2013,11,"Petrucci, Danilo","Came IodaRacing Project",13
2013,11,"Aoyama, Hiroshi","Avintia Blusens",14
2013,11,"De Puniet, Randy","Power Electronics Aspar",15
2013,11,"Hernandez, Yonny","Paul Bird Motorsport",16
2013,11,"Crutchlow, Cal","Monster Yamaha Tech 3",17
2013,11,"Laverty, Michael","Paul Bird Motorsport",18
2013,11,"Abraham, Karel","Cardion AB Motoracing",19
2013,11,"Staring, Bryan","GO&FUN Honda Gresini",20
2013,11,"Bauer, Martin","Remus Racing Team",21
2013,12,"Lorenzo, Jorge","Yamaha Factory Racing",1
2013,12,"Marquez, Marc","Repsol Honda Team",2
2013,12,"Pedrosa, Dani","Repsol Honda Team",3
2013,12,"Rossi, Valentino","Yamaha Factory Racing",4
2013,12,"Bautista, Alvaro","GO&FUN Honda Gresini",5
2013,12,"Bradl, Stefan","LCR Honda MotoGP",6
2013,12,"Crutchlow, Cal","Monster Yamaha Tech 3",7
2013,12,"Hayden, Nicky","Ducati Team",8
2013,12,"Smith, Bradley","Monster Yamaha Tech 3",9
2013,12,"Espargaro, Aleix","Power Electronics Aspar",10
2013,12,"Iannone, Andrea","Energy T.I. Pramac Racing",11
2013,12,"Pirro, Michele","Ignite Pramac Racing",12
2013,12,"Barbera, Hector","Avintia Blusens",13
2013,12,"Edwards, Colin","NGM Mobile Forward Racing",14
2013,12,"Petrucci, Danilo","Came IodaRacing Project",15
2013,12,"De Puniet, Randy","Power Electronics Aspar",16
2013,12,"Corti, Claudio","NGM Mobile Forward Racing",17
2013,12,"Aoyama, Hiroshi","Avintia Blusens",18
2013,12,"Laverty, Michael","Paul Bird Motorsport",19
2013,12,"Hernandez, Yonny","Paul Bird Motorsport",20
2013,12,"Staring, Bryan","GO&FUN Honda Gresini",21
2013,13,"Lorenzo, Jorge","Yamaha Factory Racing",1
2013,13,"Marquez, Marc","Repsol Honda Team",2
2013,13,"Pedrosa, Dani","Repsol Honda Team",3
2013,13,"Rossi, Valentino","Yamaha Factory Racing",4
2013,13,"Bradl, Stefan","LCR Honda MotoGP",5
2013,13,"Crutchlow, Cal","Monster Yamaha Tech 3",6
2013,13,"Bautista, Alvaro","GO&FUN Honda Gresini",7
2013,13,"Dovizioso, Andrea","Ducati Team",8
2013,13,"Hayden, Nicky","Ducati Team",9
2013,13,"Pirro, Michele","Ignite Pramac Racing",10
2013,13,"Smith, Bradley","Monster Yamaha Tech 3",11
2013,13,"Edwards, Colin","NGM Mobile Forward Racing",12
2013,13,"Espargaro, Aleix","Power Electronics Aspar",13
2013,13,"Aoyama, Hiroshi","Avintia Blusens",14
2013,13,"Petrucci, Danilo","Came IodaRacing Project",15
2013,13,"Corti, Claudio","NGM Mobile Forward Racing",16
2013,13,"De Puniet, Randy","Power Electronics Aspar",17
2013,13,"Laverty, Michael","Paul Bird Motorsport",18
2013,14,"Marquez, Marc","Repsol Honda Team",1
2013,14,"Lorenzo, Jorge","Yamaha Factory Racing",2
2013,14,"Rossi, Valentino","Yamaha Factory Racing",3
2013,14,"Bautista, Alvaro","GO&FUN Honda Gresini",4
2013,14,"Bradl, Stefan","LCR Honda MotoGP",5
2013,14,"Crutchlow, Cal","Monster Yamaha Tech 3",6
2013,14,"Smith, Bradley","Monster Yamaha Tech 3",7
2013,14,"Dovizioso, Andrea","Ducati Team",8
2013,14,"Hayden, Nicky","Ducati Team",9
2013,14,"Iannone, Andrea","Energy T.I. Pramac Racing",10
2013,14,"Espargaro, Aleix","Power Electronics Aspar",11
2013,14,"Hernandez, Yonny","Ignite Pramac Racing",12
2013,14,"De Puniet, Randy","Power Electronics Aspar",13
2013,14,"Aoyama, Hiroshi","Avintia Blusens",14
2013,14,"Corti, Claudio","NGM Mobile Forward Racing",15
2013,14,"Edwards, Colin","NGM Mobile Forward Racing",16
2013,14,"Scassa, Luca","Cardion AB Motoracing",17
2013,14,"Staring, Bryan","GO&FUN Honda Gresini",18
2013,14,"Pesek, Lukas","Came IodaRacing Project",19
2013,15,"Pedrosa, Dani","Repsol Honda Team",1
2013,15,"Marquez, Marc","Repsol Honda Team",2
2013,15,"Lorenzo, Jorge","Yamaha Factory Racing",3
2013,15,"Rossi, Valentino","Yamaha Factory Racing",4
2013,15,"Bautista, Alvaro","GO&FUN Honda Gresini",5
2013,15,"Crutchlow, Cal","Monster Yamaha Tech 3",6
2013,15,"Smith, Bradley","Monster Yamaha Tech 3",7
2013,15,"Dovizioso, Andrea","Ducati Team",8
2013,15,"Espargaro, Aleix","Power Electronics Aspar",9
2013,15,"Hernandez, Yonny","Ignite Pramac Racing",10
2013,15,"Aoyama, Hiroshi","Avintia Blusens",11
2013,15,"De Puniet, Randy","Power Electronics Aspar",12
2013,15,"Corti, Claudio","NGM Mobile Forward Racing",13
2013,15,"Barbera, Hector","Avintia Blusens",14
2013,15,"Edwards, Colin","NGM Mobile Forward Racing",15
2013,15,"Petrucci, Danilo","Came IodaRacing Project",16
2013,15,"Scassa, Luca","Cardion AB Motoracing",17
2013,15,"Staring, Bryan","GO&FUN Honda Gresini",18
2013,16,"Lorenzo, Jorge","Yamaha Factory Racing",1
2013,16,"Pedrosa, Dani","Repsol Honda Team",2
2013,16,"Rossi, Valentino","Yamaha Factory Racing",3
2013,16,"Crutchlow, Cal","Monster Yamaha Tech 3",4
2013,16,"Bautista, Alvaro","GO&FUN Honda Gresini",5
2013,16,"Smith, Bradley","Monster Yamaha Tech 3",6
2013,16,"Hayden, Nicky","Ducati Team",7
2013,16,"Iannone, Andrea","Energy T.I. Pramac Racing",8
2013,16,"Dovizioso, Andrea","Ducati Team",9
2013,16,"De Puniet, Randy","Power Electronics Aspar",10
2013,16,"Espargaro, Aleix","Power Electronics Aspar",11
2013,16,"Edwards, Colin","NGM Mobile Forward Racing",12
2013,16,"Hernandez, Yonny","Ignite Pramac Racing",13
2013,16,"Barbera, Hector","Avintia Blusens",14
2013,16,"Petrucci, Danilo","Came IodaRacing Project",15
2013,16,"Scassa, Luca","Cardion AB Motoracing",16
2013,16,"Corti, Claudio","NGM Mobile Forward Racing",17
2013,16,"Laverty, Michael","Paul Bird Motorsport",18
2013,16,"Pesek, Lukas","Came IodaRacing Project",19
2013,16,"Aoyama, Hiroshi","Avintia Blusens",20
2013,16,"Cudlin, Damian","Paul Bird Motorsport",21
2013,16,"Staring, Bryan","GO&FUN Honda Gresini",-5
2013,16,"Marquez, Marc","Repsol Honda Team",-5
2013,17,"Lorenzo, Jorge","Yamaha Factory Racing",1
2013,17,"Marquez, Marc","Repsol Honda Team",2
2013,17,"Pedrosa, Dani","Repsol Honda Team",3
2013,17,"Bautista, Alvaro","GO&FUN Honda Gresini",4
2013,17,"Bradl, Stefan","LCR Honda MotoGP",5
2013,17,"Rossi, Valentino","Yamaha Factory Racing",6
2013,17,"Crutchlow, Cal","Monster Yamaha Tech 3",7
2013,17,"Smith, Bradley","Monster Yamaha Tech 3",8
2013,17,"Hayden, Nicky","Ducati Team",9
2013,17,"Dovizioso, Andrea","Ducati Team",10
2013,17,"Nakasuga, Katsuyuki","Yamaha YSP Racing Team",11
2013,17,"Edwards, Colin","NGM Mobile Forward Racing",12
2013,17,"De Puniet, Randy","Power Electronics Aspar",13
2013,17,"Iannone, Andrea","Energy T.I. Pramac Racing",14
2013,17,"Hernandez, Yonny","Ignite Pramac Racing",15
2013,17,"Barbera, Hector","Avintia Blusens",16
2013,17,"Aoyama, Hiroshi","Avintia Blusens",17
2013,17,"Petrucci, Danilo","Came IodaRacing Project",18
2013,17,"Laverty, Michael","Paul Bird Motorsport",19
2013,17,"Corti, Claudio","NGM Mobile Forward Racing",20
2013,17,"Cudlin, Damian","Paul Bird Motorsport",21
2013,17,"Staring, Bryan","GO&FUN Honda Gresini",22
2013,18,"Lorenzo, Jorge","Yamaha Factory Racing",1
2013,18,"Pedrosa, Dani","Repsol Honda Team",2
2013,18,"Marquez, Marc","Repsol Honda Team",3
2013,18,"Rossi, Valentino","Yamaha Factory Racing",4
2013,18,"Bautista, Alvaro","GO&FUN Honda Gresini",5
2013,18,"Bradl, Stefan","LCR Honda MotoGP",6
2013,18,"Smith, Bradley","Monster Yamaha Tech 3",7
2013,18,"Hayden, Nicky","Ducati Team",8
2013,18,"Dovizioso, Andrea","Ducati Team",9
2013,18,"Pirro, Michele","Ducati Test Team",10
2013,18,"Espargaro, Aleix","Power Electronics Aspar",11
2013,18,"Barbera, Hector","Avintia Blusens",12
2013,18,"Corti, Claudio","NGM Mobile Forward Racing",13
2013,18,"Petrucci, Danilo","Came IodaRacing Project",14
2013,18,"Edwards, Colin","NGM Mobile Forward Racing",15
2013,18,"Aoyama, Hiroshi","Avintia Blusens",16
2013,18,"Laverty, Michael","Paul Bird Motorsport",17
2013,18,"Scassa, Luca","Cardion AB Motoracing",18
2013,18,"Staring, Bryan","GO&FUN Honda Gresini",19
2013,18,"Bauer, Martin","Remus Racing Team",20
2014,1,"Marquez, Marc","Repsol Honda Team",1
2014,1,"Rossi, Valentino","Movistar Yamaha MotoGP",2
2014,1,"Pedrosa, Dani","Repsol Honda Team",3
2014,1,"Espargaro, Aleix","NGM Forward Racing",4
2014,1,"Dovizioso, Andrea","Ducati Team",5
2014,1,"Crutchlow, Cal","Ducati Team",6
2014,1,"Redding, Scott","GO&FUN Honda Gresini",7
2014,1,"Hayden, Nicky","Drive M7 Aspar",8
2014,1,"Edwards, Colin","NGM Forward Racing",9
2014,1,"Iannone, Andrea","Pramac Racing",10
2014,1,"Aoyama, Hiroshi","Drive M7 Aspar",11
2014,1,"Hernandez, Yonny","Energy T.I. Pramac Racing",12
2014,1,"Abraham, Karel","Cardion AB Motoracing",13
2014,1,"Petrucci, Danilo","IodaRacing Project",14
2014,1,"Parkes, Broc","Paul Bird Motorsport",15
2014,1,"Laverty, Michael","Paul Bird Motorsport",16
2014,1,"Di Meglio, Mike","Avintia Racing",17
2014,2,"Marquez, Marc","Repsol Honda Team",1
2014,2,"Pedrosa, Dani","Repsol Honda Team",2
2014,2,"Dovizioso, Andrea","Ducati Team",3
2014,2,"Bradl, Stefan","LCR Honda MotoGP",4
2014,2,"Smith, Bradley","Monster Yamaha Tech 3",5
2014,2,"Espargaro, Pol","Monster Yamaha Tech 3",6
2014,2,"Iannone, Andrea","Pramac Racing",7
2014,2,"Rossi, Valentino","Movistar Yamaha MotoGP",8
2014,2,"Espargaro, Aleix","NGM Forward Racing",9
2014,2,"Lorenzo, Jorge","Movistar Yamaha MotoGP",10
2014,2,"Hayden, Nicky","Drive M7 Aspar",11
2014,2,"Aoyama, Hiroshi","Drive M7 Aspar",12
2014,2,"Hernandez, Yonny","Energy T.I. Pramac Racing",13
2014,2,"Abraham, Karel","Cardion AB Motoracing",14
2014,2,"Barbera, Hector","Avintia Racing",15
2014,2,"Laverty, Michael","Paul Bird Motorsport",16
2014,2,"Petrucci, Danilo","IodaRacing Project",17
2014,2,"Di Meglio, Mike","Avintia Racing",18
2014,3,"Marquez, Marc","Repsol Honda Team",1
2014,3,"Pedrosa, Dani","Repsol Honda Team",2
2014,3,"Lorenzo, Jorge","Movistar Yamaha MotoGP",3
2014,3,"Rossi, Valentino","Movistar Yamaha MotoGP",4
2014,3,"Bradl, Stefan","LCR Honda MotoGP",5
2014,3,"Iannone, Andrea","Pramac Racing",6
2014,3,"Smith, Bradley","Monster Yamaha Tech 3",7
2014,3,"Espargaro, Pol","Monster Yamaha Tech 3",8
2014,3,"Dovizioso, Andrea","Ducati Team",9
2014,3,"Aoyama, Hiroshi","Drive M7 Aspar",10
2014,3,"Hayden, Nicky","Drive M7 Aspar",11
2014,3,"Hernandez, Yonny","Energy T.I. Pramac Racing",12
2014,3,"Abraham, Karel","Cardion AB Motoracing",13
2014,3,"Redding, Scott","GO&FUN Honda Gresini",14
2014,3,"Espargaro, Aleix","NGM Forward Racing",15
2014,3,"Barbera, Hector","Avintia Racing",16
2014,3,"Pirro, Michele","Ducati Team",17
2014,3,"Laverty, Michael","Paul Bird Motorsport",18
2014,3,"Di Meglio, Mike","Avintia Racing",19
2014,3,"Edwards, Colin","NGM Forward Racing",20
2014,3,"Parkes, Broc","Paul Bird Motorsport",21
2014,4,"Marquez, Marc","Repsol Honda Team",1
2014,4,"Rossi, Valentino","Movistar Yamaha MotoGP",2
2014,4,"Pedrosa, Dani","Repsol Honda Team",3
2014,4,"Lorenzo, Jorge","Movistar Yamaha MotoGP",4
2014,4,"Dovizioso, Andrea","Ducati Team",5
2014,4,"Bautista, Alvaro","GO&FUN Honda Gresini",6
2014,4,"Espargaro, Aleix","NGM Forward Racing",7
2014,4,"Smith, Bradley","Monster Yamaha Tech 3",8
2014,4,"Espargaro, Pol","Monster Yamaha Tech 3",9
2014,4,"Bradl, Stefan","LCR Honda MotoGP",10
2014,4,"Hayden, Nicky","Drive M7 Aspar",11
2014,4,"Aoyama, Hiroshi","Drive M7 Aspar",12
2014,4,"Redding, Scott","GO&FUN Honda Gresini",13
2014,4,"Hernandez, Yonny","Energy T.I. Pramac Racing",14
2014,4,"Barbera, Hector","Avintia Racing",15
2014,4,"Laverty, Michael","Paul Bird Motorsport",16
2014,4,"Parkes, Broc","Paul Bird Motorsport",17
2014,5,"Marquez, Marc","Repsol Honda Team",1
2014,5,"Rossi, Valentino","Movistar Yamaha MotoGP",2
2014,5,"Bautista, Alvaro","GO&FUN Honda Gresini",3
2014,5,"Espargaro, Pol","Monster Yamaha Tech 3",4
2014,5,"Pedrosa, Dani","Repsol Honda Team",5
2014,5,"Lorenzo, Jorge","Movistar Yamaha MotoGP",6
2014,5,"Bradl, Stefan","LCR Honda MotoGP",7
2014,5,"Dovizioso, Andrea","Ducati Team",8
2014,5,"Espargaro, Aleix","NGM Forward Racing",9
2014,5,"Smith, Bradley","Monster Yamaha Tech 3",10
2014,5,"Crutchlow, Cal","Ducati Team",11
2014,5,"Redding, Scott","GO&FUN Honda Gresini",12
2014,5,"Hernandez, Yonny","Energy T.I. Pramac Racing",13
2014,5,"Aoyama, Hiroshi","Drive M7 Aspar",14
2014,5,"Abraham, Karel","Cardion AB Motoracing",15
2014,5,"Laverty, Michael","Paul Bird Motorsport",16
2014,5,"Edwards, Colin","NGM Forward Racing",17
2014,5,"Parkes, Broc","Paul Bird Motorsport",18
2014,5,"Di Meglio, Mike","Avintia Racing",19
2014,5,"Hayden, Nicky","Drive M7 Aspar",-4
2014,6,"Marquez, Marc","Repsol Honda Team",1
2014,6,"Lorenzo, Jorge","Movistar Yamaha MotoGP",2
2014,6,"Rossi, Valentino","Movistar Yamaha MotoGP",3
2014,6,"Pedrosa, Dani","Repsol Honda Team",4
2014,6,"Espargaro, Pol","Monster Yamaha Tech 3",5
2014,6,"Dovizioso, Andrea","Ducati Team",6
2014,6,"Iannone, Andrea","Pramac Racing",7
2014,6,"Bautista, Alvaro","GO&FUN Honda Gresini",8
2014,6,"Espargaro, Aleix","NGM Forward Racing",9
2014,6,"Hernandez, Yonny","Energy T.I. Pramac Racing",10
2014,6,"Pirro, Michele","Ducati Team",11
2014,6,"Abraham, Karel","Cardion AB Motoracing",12
2014,6,"Redding, Scott","GO&FUN Honda Gresini",13
2014,6,"Aoyama, Hiroshi","Drive M7 Aspar",14
2014,6,"Edwards, Colin","NGM Forward Racing",15
2014,6,"Laverty, Michael","Paul Bird Motorsport",16
2014,6,"Parkes, Broc","Paul Bird Motorsport",17
2014,6,"Di Meglio, Mike","Avintia Racing",18
2014,7,"Marquez, Marc","Repsol Honda Team",1
2014,7,"Rossi, Valentino","Movistar Yamaha MotoGP",2
2014,7,"Pedrosa, Dani","Repsol Honda Team",3
2014,7,"Lorenzo, Jorge","Movistar Yamaha MotoGP",4
2014,7,"Bradl, Stefan","LCR Honda MotoGP",5
2014,7,"Espargaro, Aleix","NGM Forward Racing",6
2014,7,"Espargaro, Pol","Monster Yamaha Tech 3",7
2014,7,"Dovizioso, Andrea","Ducati Team",8
2014,7,"Iannone, Andrea","Pramac Racing",9
2014,7,"Smith, Bradley","Monster Yamaha Tech 3",10
2014,7,"Hernandez, Yonny","Energy T.I. Pramac Racing",11
2014,7,"Hayden, Nicky","Drive M7 Aspar",12
2014,7,"Redding, Scott","GO&FUN Honda Gresini",13
2014,7,"Pirro, Michele","Ducati Team",14
2014,7,"Aoyama, Hiroshi","Drive M7 Aspar",15
2014,7,"Parkes, Broc","Paul Bird Motorsport",16
2014,7,"Laverty, Michael","Paul Bird Motorsport",17
2014,7,"Edwards, Colin","NGM Forward Racing",18
2014,7,"Barbera, Hector","Avintia Racing",19
2014,7,"Fabrizio, Michel","Octo IodaRacing Team",20
2014,8,"Marquez, Marc","Repsol Honda Team",1
2014,8,"Dovizioso, Andrea","Ducati Team",2
2014,8,"Pedrosa, Dani","Repsol Honda Team",3
2014,8,"Espargaro, Aleix","NGM Forward Racing",4
2014,8,"Rossi, Valentino","Movistar Yamaha MotoGP",5
2014,8,"Iannone, Andrea","Pramac Racing",6
2014,8,"Bautista, Alvaro","GO&FUN Honda Gresini",7
2014,8,"Smith, Bradley","Monster Yamaha Tech 3",8
2014,8,"Crutchlow, Cal","Ducati Team",9
2014,8,"Bradl, Stefan","LCR Honda MotoGP",10
2014,8,"Parkes, Broc","Paul Bird Motorsport",11
2014,8,"Redding, Scott","GO&FUN Honda Gresini",12
2014,8,"Lorenzo, Jorge","Movistar Yamaha MotoGP",13
2014,8,"Abraham, Karel","Cardion AB Motoracing",14
2014,8,"Petrucci, Danilo","Octo IodaRacing Team",15
2014,8,"Aoyama, Hiroshi","Drive M7 Aspar",16
2014,8,"Hayden, Nicky","Drive M7 Aspar",17
2014,8,"Barbera, Hector","Avintia Racing",18
2014,8,"Hernandez, Yonny","Energy T.I. Pramac Racing",19
2014,8,"Di Meglio, Mike","Avintia Racing",20
2014,8,"Laverty, Michael","Paul Bird Motorsport",21
2014,8,"Edwards, Colin","NGM Forward Racing",22
2014,9,"Marquez, Marc","Repsol Honda Team",1
2014,9,"Pedrosa, Dani","Repsol Honda Team",2
2014,9,"Lorenzo, Jorge","Movistar Yamaha MotoGP",3
2014,9,"Rossi, Valentino","Movistar Yamaha MotoGP",4
2014,9,"Iannone, Andrea","Pramac Racing",5
2014,9,"Espargaro, Aleix","NGM Forward Racing",6
2014,9,"Espargaro, Pol","Monster Yamaha Tech 3",7
2014,9,"Dovizioso, Andrea","Ducati Team",8
2014,9,"Bautista, Alvaro","GO&FUN Honda Gresini",9
2014,9,"Crutchlow, Cal","Ducati Team",10
2014,9,"Redding, Scott","GO&FUN Honda Gresini",11
2014,9,"Aoyama, Hiroshi","Drive M7 Aspar",12
2014,9,"Abraham, Karel","Cardion AB Motoracing",13
2014,9,"Hayden, Nicky","Drive M7 Aspar",14
2014,9,"Petrucci, Danilo","Octo IodaRacing Team",15
2014,9,"Bradl, Stefan","LCR Honda MotoGP",16
2014,9,"Hernandez, Yonny","Energy T.I. Pramac Racing",17
2014,9,"Barbera, Hector","Avintia Racing",18
2014,9,"Smith, Bradley","Monster Yamaha Tech 3",19
2014,9,"Edwards, Colin","NGM Forward Racing",20
2014,9,"Parkes, Broc","Paul Bird Motorsport",21
2014,9,"Di Meglio, Mike","Avintia Racing",22
2014,10,"Marquez, Marc","Repsol Honda Team",1
2014,10,"Lorenzo, Jorge","Movistar Yamaha MotoGP",2
2014,10,"Rossi, Valentino","Movistar Yamaha MotoGP",3
2014,10,"Pedrosa, Dani","Repsol Honda Team",4
2014,10,"Espargaro, Pol","Monster Yamaha Tech 3",5
2014,10,"Smith, Bradley","Monster Yamaha Tech 3",6
2014,10,"Dovizioso, Andrea","Ducati Team",7
2014,10,"Crutchlow, Cal","Ducati Team",8
2014,10,"Redding, Scott","GO&FUN Honda Gresini",9
2014,10,"Aoyama, Hiroshi","Drive M7 Aspar",10
2014,10,"Abraham, Karel","Cardion AB Motoracing",11
2014,10,"Di Meglio, Mike","Avintia Racing",12
2014,10,"Edwards, Colin","NGM Forward Racing",13
2014,10,"Laverty, Michael","Paul Bird Motorsport",14
2014,10,"Parkes, Broc","Paul Bird Motorsport",15
2014,10,"Hernandez, Yonny","Energy T.I. Pramac Racing",-4
2014,10,"Bautista, Alvaro","GO&FUN Honda Gresini",-4
2014,11,"Pedrosa, Dani","Repsol Honda Team",1
2014,11,"Lorenzo, Jorge","Movistar Yamaha MotoGP",2
2014,11,"Rossi, Valentino","Movistar Yamaha MotoGP",3
2014,11,"Marquez, Marc","Repsol Honda Team",4
2014,11,"Iannone, Andrea","Pramac Racing",5
2014,11,"Dovizioso, Andrea","Ducati Team",6
2014,11,"Bradl, Stefan","LCR Honda MotoGP",7
2014,11,"Espargaro, Aleix","NGM Forward Racing",8
2014,11,"Smith, Bradley","Monster Yamaha Tech 3",9
2014,11,"Bautista, Alvaro","GO&FUN Honda Gresini",10
2014,11,"Redding, Scott","GO&FUN Honda Gresini",11
2014,11,"Pirro, Michele","Ducati Team",12
2014,11,"Aoyama, Hiroshi","Drive M7 Aspar",13
2014,11,"Abraham, Karel","Cardion AB Motoracing",14
2014,11,"Camier, Leon","Drive M7 Aspar",15
2014,11,"De Angelis, Alex","NGM Forward Racing",16
2014,11,"Barbera, Hector","Avintia Racing",17
2014,11,"Di Meglio, Mike","Avintia Racing",18
2014,11,"Parkes, Broc","Paul Bird Motorsport",19
2014,12,"Marquez, Marc","Repsol Honda Team",1
2014,12,"Lorenzo, Jorge","Movistar Yamaha MotoGP",2
2014,12,"Rossi, Valentino","Movistar Yamaha MotoGP",3
2014,12,"Pedrosa, Dani","Repsol Honda Team",4
2014,12,"Dovizioso, Andrea","Ducati Team",5
2014,12,"Espargaro, Pol","Monster Yamaha Tech 3",6
2014,12,"Bradl, Stefan","LCR Honda MotoGP",7
2014,12,"Iannone, Andrea","Pramac Racing",8
2014,12,"Espargaro, Aleix","NGM Forward Racing",9
2014,12,"Redding, Scott","GO&FUN Honda Gresini",10
2014,12,"Hernandez, Yonny","Energy T.I. Pramac Racing",11
2014,12,"Crutchlow, Cal","Ducati Team",12
2014,12,"Abraham, Karel","Cardion AB Motoracing",13
2014,12,"Aoyama, Hiroshi","Drive M7 Aspar",14
2014,12,"De Angelis, Alex","NGM Forward Racing",15
2014,12,"Camier, Leon","Drive M7 Aspar",16
2014,12,"Laverty, Michael","Paul Bird Motorsport",17
2014,12,"Petrucci, Danilo","Octo IodaRacing Team",18
2014,12,"Barbera, Hector","Avintia Racing",19
2014,12,"Di Meglio, Mike","Avintia Racing",20
2014,12,"Parkes, Broc","Paul Bird Motorsport",21
2014,12,"Smith, Bradley","Monster Yamaha Tech 3",22
2014,13,"Rossi, Valentino","Movistar Yamaha MotoGP",1
2014,13,"Lorenzo, Jorge","Movistar Yamaha MotoGP",2
2014,13,"Pedrosa, Dani","Repsol Honda Team",3
2014,13,"Dovizioso, Andrea","Ducati Team",4
2014,13,"Iannone, Andrea","Pramac Racing",5
2014,13,"Espargaro, Pol","Monster Yamaha Tech 3",6
2014,13,"Smith, Bradley","Monster Yamaha Tech 3",7
2014,13,"Bautista, Alvaro","GO&FUN Honda Gresini",8
2014,13,"Crutchlow, Cal","Ducati Team",9
2014,13,"Hernandez, Yonny","Energy T.I. Pramac Racing",10
2014,13,"Abraham, Karel","Cardion AB Motoracing",11
2014,13,"Aoyama, Hiroshi","Drive M7 Aspar",12
2014,13,"Redding, Scott","GO&FUN Honda Gresini",13
2014,13,"De Angelis, Alex","NGM Forward Racing",14
2014,13,"Marquez, Marc","Repsol Honda Team",15
2014,13,"Camier, Leon","Drive M7 Aspar",16
2014,13,"Laverty, Michael","Paul Bird Motorsport",17
2014,13,"Parkes, Broc","Paul Bird Motorsport",18
2014,13,"Barbera, Hector","Avintia Racing",19
2014,13,"Di Meglio, Mike","Avintia Racing",-4
2014,14,"Lorenzo, Jorge","Movistar Yamaha MotoGP",1
2014,14,"Espargaro, Aleix","NGM Forward Racing",2
2014,14,"Crutchlow, Cal","Ducati Team",3
2014,14,"Bradl, Stefan","LCR Honda MotoGP",4
2014,14,"Smith, Bradley","Monster Yamaha Tech 3",5
2014,14,"Espargaro, Pol","Monster Yamaha Tech 3",6
2014,14,"Bautista, Alvaro","GO&FUN Honda Gresini",7
2014,14,"Aoyama, Hiroshi","Drive M7 Aspar",8
2014,14,"Hayden, Nicky","Drive M7 Aspar",9
2014,14,"Redding, Scott","GO&FUN Honda Gresini",10
2014,14,"Petrucci, Danilo","Octo IodaRacing Team",11
2014,14,"De Angelis, Alex","NGM Forward Racing",12
2014,14,"Marquez, Marc","Repsol Honda Team",13
2014,14,"Pedrosa, Dani","Repsol Honda Team",14
2014,14,"Hernandez, Yonny","Energy T.I. Pramac Racing",15
